image_path,label,source,group_id,fold
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012653_downsampled.jpg,nevus,isic2019,MSK4_0011169,1
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012654_downsampled.jpg,nevus,isic2019,MSK4_0011170,1
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012655_downsampled.jpg,nevus,isic2019,MSK4_0011171,3
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012656_downsampled.jpg,nevus,isic2019,MSK4_0011172,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012657_downsampled.jpg,nevus,isic2019,MSK4_0011173,3
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012658_downsampled.jpg,nevus,isic2019,MSK4_0010465,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012659_downsampled.jpg,nevus,isic2019,MSK4_0010119,2
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012660_downsampled.jpg,nevus,isic2019,MSK4_0011174,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012661_downsampled.jpg,bkl,isic2019,MSK4_0011175,3
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012662_downsampled.jpg,nevus,isic2019,MSK4_0011176,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012663_downsampled.jpg,nevus,isic2019,MSK4_0011177,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012664_downsampled.jpg,nevus,isic2019,MSK4_0011178,4
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012665_downsampled.jpg,nevus,isic2019,MSK4_0011179,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012666_downsampled.jpg,bkl,isic2019,MSK4_0011180,4
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012669_downsampled.jpg,nevus,isic2019,MSK4_0011183,2
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012670_downsampled.jpg,nevus,isic2019,MSK4_0011184,4
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012671_downsampled.jpg,nevus,isic2019,MSK4_0011185,4
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012672_downsampled.jpg,nevus,isic2019,MSK4_0010383,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012673_downsampled.jpg,nevus,isic2019,MSK4_0011186,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012674_downsampled.jpg,nevus,isic2019,MSK4_0010384,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012675_downsampled.jpg,nevus,isic2019,MSK4_0011188,2
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012676_downsampled.jpg,nevus,isic2019,MSK4_0010186,3
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012677_downsampled.jpg,nevus,isic2019,MSK4_0010187,2
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012678_downsampled.jpg,melanoma,isic2019,MSK4_0010037,3
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012679_downsampled.jpg,nevus,isic2019,MSK4_0011189,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012680_downsampled.jpg,nevus,isic2019,MSK4_0010991,1
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012681_downsampled.jpg,nevus,isic2019,MSK4_0010992,2
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012682_downsampled.jpg,nevus,isic2019,MSK4_0011192,4
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012683_downsampled.jpg,nevus,isic2019,MSK4_0011193,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012684_downsampled.jpg,nevus,isic2019,MSK4_0011194,1
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012685_downsampled.jpg,nevus,isic2019,MSK4_0011195,2
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012690_downsampled.jpg,nevus,isic2019,MSK4_0011200,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012692_downsampled.jpg,nevus,isic2019,MSK4_0011201,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012693_downsampled.jpg,bkl,isic2019,MSK4_0011202,4
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012696_downsampled.jpg,bkl,isic2019,MSK4_0011205,3
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012697_downsampled.jpg,bkl,isic2019,MSK4_0011206,3
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012699_downsampled.jpg,nevus,isic2019,MSK4_0011208,3
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012700_downsampled.jpg,nevus,isic2019,MSK4_0011209,5
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012701_downsampled.jpg,melanoma,isic2019,MSK4_0011210,1
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012702_downsampled.jpg,nevus,isic2019,MSK4_0010188,3
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012704_downsampled.jpg,bkl,isic2019,MSK4_0011212,1
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012705_downsampled.jpg,bkl,isic2019,MSK4_0010345,3
/kaggle/input/datasets/andrewmvd/isic-2019/ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012706_downsampled.jpg,nevus,isic2019,MSK4_0011213,4
